transaction_id;account_id;transaction_date;amount;transaction_type;channel
27608;100996;2025-08-05;1280;credit;card
27609;100996;2025-01-15;544;credit;transfer
27610;100996;2025-06-24;3513;debit;atm
27611;100996;2025-02-14;370;debit;payroll
27612;100996;2025-04-17;1677;debit;atm
27613;100996;2025-08-12;3440;debit;branch
27614;100996;2025-09-08;440;debit;payroll
27615;100996;2025-09-28;1469;debit;payroll
27616;100996;2025-10-23;683;credit;online
27617;100996;2025-07-05;1282;debit;online
27618;100996;2025-04-24;1692;debit;card
27619;100996;2025-07-29;3217;credit;online
27620;100996;2025-09-03;2300;credit;atm
27621;100996;2025-08-19;2008;debit;atm
27622;100996;2025-05-17;2303;credit;online
27623;100996;2025-02-07;4641;credit;transfer
27624;100996;2025-10-11;547;credit;card
27625;100996;2025-05-19;158;debit;online
27626;100996;2025-02-26;2720;debit;card
27627;100996;2025-10-09;2224;credit;online
27628;100996;2025-12-21;1303;debit;card
27629;100996;2025-01-09;1088;debit;atm
27630;100996;2025-11-19;2486;credit;online
27631;100996;2025-01-10;3688;credit;card
27632;100996;2025-01-03;4315;debit;online
27633;100996;2025-03-17;4773;debit;card
27634;100996;2025-10-03;3823;debit;branch
27635;100996;2025-03-15;3113;debit;atm
27636;100996;2025-10-18;986;credit;card
27637;100996;2025-04-15;4448;debit;branch
27638;100996;2025-09-21;2297;credit;branch
27639;100997;2025-09-11;1190;debit;card
27640;100997;2025-08-12;318;debit;branch
27641;100997;2025-06-03;3251;credit;payroll
27642;100997;2025-05-13;471;credit;card
27643;100997;2025-03-17;4436;debit;atm
27644;100997;2025-07-05;2688;credit;atm
27645;100997;2025-05-12;4740;debit;atm
27646;100997;2025-01-15;908;credit;transfer
27647;100997;2025-11-14;3198;credit;transfer
27648;100997;2025-10-02;4790;debit;online
27649;100997;2025-11-16;4898;credit;transfer
27650;100997;2025-05-16;847;credit;atm
27651;100997;2025-11-28;4508;credit;branch
27652;100997;2025-03-04;2884;credit;atm
27653;100997;2025-09-03;790;credit;transfer
27654;100997;2025-04-06;677;debit;online
27655;100997;2025-07-28;4642;debit;online
27656;100997;2025-10-03;3781;debit;online
27657;100997;2025-12-13;4964;debit;payroll
27658;100997;2025-05-30;3976;debit;card
27659;100997;2025-10-05;4374;credit;payroll
27660;100997;2025-01-22;1162;credit;payroll
27661;100997;2025-01-22;2392;credit;atm
27662;100997;2025-07-08;3036;credit;online
27663;100997;2025-12-14;2183;debit;branch
27664;100997;2025-02-18;272;credit;transfer
27665;100997;2025-04-16;334;credit;card
27666;100997;2025-10-09;3113;debit;transfer
27667;100997;2025-10-07;3273;debit;card
27668;100997;2025-04-22;386;debit;online
27669;100997;2025-04-25;2588;debit;atm
27670;100997;2025-10-30;2315;credit;payroll
27671;100997;2025-04-30;4687;debit;online
27672;100997;2025-07-06;2661;debit;branch
27673;100997;2025-07-04;2042;credit;online
27674;100997;2025-08-15;2673;debit;online
27675;100997;2025-07-20;60;debit;card
27676;100997;2025-10-23;443;credit;card
27677;100998;2025-01-07;2547;credit;branch
27678;100998;2025-05-03;3300;debit;online
27679;100998;2025-07-15;1277;debit;online
27680;100998;2025-01-29;2151;credit;atm
27681;100998;2025-01-25;2149;credit;online
27682;100998;2025-08-12;4625;credit;atm
27683;100998;2025-06-12;2140;credit;atm
27684;100998;2025-01-07;2455;debit;online
27685;100998;2025-10-30;4113;credit;atm
27686;100998;2025-11-13;3121;credit;card
27687;100998;2025-02-18;4908;debit;payroll
27688;100998;2025-02-27;4504;credit;card
27689;100998;2025-02-25;4657;debit;online
27690;100998;2025-09-03;1997;credit;online
27691;100998;2025-09-05;4147;debit;atm
27692;100998;2025-02-16;4855;debit;card
27693;100998;2025-11-01;2219;credit;transfer
27694;100998;2025-08-17;4271;debit;card
27695;100998;2025-10-10;3013;credit;transfer
27696;100998;2025-03-15;1062;credit;online
27697;100998;2025-02-26;2818;debit;transfer
27698;100998;2025-07-14;2765;debit;atm
27699;100998;2025-08-15;4987;credit;branch
27700;100998;2025-06-02;4710;debit;atm
27701;100998;2025-01-06;2811;debit;payroll
27702;100998;2025-03-12;771;credit;branch
27703;100998;2025-07-22;3039;debit;atm
27704;100998;2025-11-13;412;debit;payroll
27705;100998;2025-05-11;3768;credit;atm
27706;100998;2025-07-23;4877;debit;atm
27707;100998;2025-05-23;305;debit;transfer
27708;100998;2025-06-14;3386;debit;atm
27709;100999;2025-01-02;4633;credit;online
27710;100999;2025-01-31;1711;debit;online
27711;100999;2025-10-12;3872;debit;online
27712;100999;2025-04-12;1870;debit;atm
27713;100999;2025-04-17;973;debit;card
27714;100999;2025-05-09;3783;credit;transfer
27715;100999;2025-01-30;2892;debit;transfer
27716;100999;2025-01-09;2850;credit;online
27717;100999;2025-06-27;3336;debit;branch
27718;100999;2025-10-22;3089;debit;branch
27719;100999;2025-04-29;1097;credit;card
27720;100999;2025-12-08;504;debit;card
27721;100999;2025-01-15;1923;debit;branch
27722;100999;2025-11-05;4760;credit;card
27723;100999;2025-05-30;3974;debit;branch
27724;100999;2025-09-01;4317;debit;card
27725;100999;2025-01-25;2952;debit;branch
27726;100999;2025-09-25;1088;credit;card
27727;100999;2025-12-09;4648;credit;card
27728;100999;2025-04-29;1840;credit;card
27729;100999;2025-06-09;3579;credit;branch
27730;100999;2025-12-11;3834;credit;branch
27731;100999;2025-12-23;5;debit;online
27732;100999;2025-03-15;3756;credit;payroll
27733;100999;2025-02-06;4953;debit;transfer
27734;100999;2025-04-05;4795;credit;online
27735;100999;2025-10-14;470;debit;branch
27736;100999;2025-04-13;1842;credit;atm
27737;100999;2025-04-28;1203;credit;atm
27738;100999;2025-09-22;1196;credit;transfer
27739;100999;2025-03-14;696;debit;card
27740;100999;2025-06-04;4283;debit;card
27741;100999;2025-08-31;1003;credit;card
27742;100999;2025-09-19;855;debit;online
27743;100999;2025-01-03;4614;credit;branch
27744;100999;2025-09-05;4727;debit;transfer
27745;101000;2025-07-30;300;debit;payroll
27746;101000;2025-11-30;4811;credit;payroll
27747;101000;2025-03-03;2831;credit;atm
27748;101000;2025-03-23;2690;debit;transfer
27749;101000;2025-08-11;3191;debit;transfer
27750;101000;2025-01-19;258;credit;card
27751;101000;2025-10-18;622;debit;payroll
27752;101000;2025-04-24;2124;debit;atm
27753;101000;2025-02-01;86;debit;atm
27754;101000;2025-09-13;4842;credit;atm
27755;101000;2025-07-20;3968;debit;branch
27756;101000;2025-08-20;3611;credit;online
27757;101000;2025-06-12;4903;credit;payroll
27758;101000;2025-12-27;309;credit;online
27759;101000;2025-07-19;2665;debit;transfer
27760;101000;2025-01-04;2784;debit;branch
27761;101000;2025-11-29;2852;credit;payroll
27762;101000;2025-03-25;1971;credit;transfer
27763;101000;2025-02-27;2904;credit;transfer
27764;101000;2025-02-21;4053;debit;transfer
27765;101000;2025-03-24;4945;debit;atm
27766;101000;2025-01-02;2886;debit;payroll
27767;101000;2025-12-09;1131;debit;card
27768;101001;2025-02-20;42;debit;branch
27769;101001;2025-03-21;2993;credit;atm
27770;101001;2025-12-02;317;credit;transfer
27771;101001;2025-08-01;188;credit;payroll
27772;101001;2025-11-11;4143;credit;payroll
27773;101001;2025-12-13;1266;debit;branch
27774;101001;2025-06-23;262;credit;payroll
27775;101001;2025-03-18;669;credit;branch
27776;101001;2025-03-16;1563;credit;payroll
27777;101001;2025-12-07;4914;credit;branch
27778;101001;2025-02-16;1690;credit;card
27779;101001;2025-03-03;3664;credit;payroll
27780;101001;2025-10-02;3338;debit;transfer
27781;101001;2025-06-05;4208;credit;card
27782;101001;2025-12-28;2412;debit;online
27783;101001;2025-10-31;2066;credit;card
27784;101001;2025-09-02;3218;credit;transfer
27785;101001;2025-07-03;4112;credit;online
27786;101001;2025-08-09;1793;credit;atm
27787;101001;2025-02-06;3692;credit;card
27788;101002;2025-06-09;3723;credit;atm
27789;101002;2025-03-24;1689;debit;transfer
27790;101002;2025-07-15;1724;debit;atm
27791;101002;2025-07-07;1536;credit;online
27792;101002;2025-12-22;1052;debit;transfer
27793;101002;2025-12-20;2063;debit;online
27794;101002;2025-08-26;4589;debit;payroll
27795;101002;2025-10-30;926;credit;payroll
27796;101002;2025-06-01;2196;credit;branch
27797;101002;2025-06-24;2426;credit;card
27798;101002;2025-05-04;2896;debit;atm
27799;101002;2025-01-06;2368;debit;payroll
27800;101002;2025-01-30;4666;credit;branch
27801;101002;2025-05-15;3035;credit;online
27802;101002;2025-12-19;3294;credit;card
27803;101002;2025-11-14;129;debit;online
27804;101002;2025-05-27;1699;credit;payroll
27805;101002;2025-10-11;1820;debit;online
27806;101002;2025-06-27;511;credit;atm
27807;101002;2025-07-15;3965;debit;transfer
27808;101002;2025-02-12;4438;credit;payroll
27809;101002;2025-12-24;923;credit;atm
27810;101002;2025-03-15;1031;debit;transfer
27811;101002;2025-10-20;160;credit;payroll
27812;101002;2025-07-03;4564;debit;transfer
27813;101002;2025-05-16;4059;credit;card
27814;101002;2025-06-14;647;debit;transfer
27815;101002;2025-05-17;269;credit;transfer
27816;101002;2025-10-13;729;credit;card
27817;101002;2025-06-22;2233;credit;atm
27818;101002;2025-10-10;3924;debit;card
27819;101002;2025-03-20;3377;debit;card
27820;101002;2025-12-19;3908;credit;online
27821;101002;2025-03-05;1129;debit;branch
27822;101002;2025-03-01;3379;debit;payroll
27823;101003;2025-12-07;4204;credit;card
27824;101003;2025-10-14;1543;debit;branch
27825;101003;2025-12-14;4796;debit;online
27826;101003;2025-11-07;3212;debit;branch
27827;101003;2025-02-20;2335;credit;payroll
27828;101003;2025-04-15;2931;debit;transfer
27829;101003;2025-07-14;2037;credit;payroll
27830;101003;2025-02-15;3438;credit;transfer
27831;101003;2025-09-24;3613;debit;online
27832;101003;2025-01-11;1888;debit;card
27833;101003;2025-10-02;970;credit;card
27834;101003;2025-10-24;2154;credit;transfer
27835;101003;2025-02-11;2322;debit;atm
27836;101003;2025-05-26;3363;debit;payroll
27837;101003;2025-04-10;1689;credit;transfer
27838;101003;2025-02-13;3688;debit;atm
27839;101003;2025-05-28;4089;debit;branch
27840;101003;2025-04-22;286;debit;card
27841;101003;2025-11-27;4032;debit;card
27842;101003;2025-08-23;4883;debit;online
27843;101003;2025-04-18;3544;debit;online
27844;101004;2025-03-17;1667;debit;online
27845;101004;2025-01-08;3951;debit;branch
27846;101004;2025-07-04;2165;credit;online
27847;101004;2025-12-01;3618;credit;transfer
27848;101004;2025-10-16;4340;debit;card
27849;101004;2025-05-28;378;debit;atm
27850;101004;2025-01-03;346;credit;online
27851;101004;2025-02-11;4836;debit;online
27852;101004;2025-01-25;4015;credit;transfer
27853;101004;2025-06-18;2439;debit;atm
27854;101004;2025-07-17;4597;credit;card
27855;101004;2025-01-24;3037;credit;online
27856;101004;2025-09-25;4860;credit;atm
27857;101004;2025-10-17;596;credit;payroll
27858;101004;2025-03-26;737;credit;transfer
27859;101004;2025-12-24;3826;debit;branch
27860;101004;2025-09-10;2265;debit;online
27861;101005;2025-03-25;882;credit;card
27862;101005;2025-06-22;1912;debit;card
27863;101005;2025-01-01;1979;debit;payroll
27864;101005;2025-05-27;4967;debit;atm
27865;101005;2025-01-24;3694;debit;branch
27866;101005;2025-10-20;3462;credit;transfer
27867;101005;2025-10-09;1837;debit;online
27868;101005;2025-07-23;1861;debit;atm
27869;101005;2025-02-18;4017;debit;card
27870;101005;2025-03-10;1676;credit;online
27871;101005;2025-02-03;4972;debit;branch
27872;101005;2025-11-22;795;credit;payroll
27873;101005;2025-08-03;3565;credit;online
27874;101005;2025-02-20;834;debit;branch
27875;101005;2025-02-15;331;debit;branch
27876;101005;2025-06-20;1692;credit;payroll
27877;101005;2025-05-06;3309;credit;payroll
27878;101005;2025-09-04;1832;debit;payroll
27879;101005;2025-07-06;2507;debit;atm
27880;101006;2025-12-06;4322;debit;transfer
27881;101006;2025-03-30;1776;debit;payroll
27882;101006;2025-08-09;1589;credit;payroll
27883;101006;2025-12-10;3800;debit;payroll
27884;101006;2025-10-08;1909;debit;online
27885;101006;2025-04-28;3688;credit;online
27886;101006;2025-05-12;1773;credit;online
27887;101006;2025-04-16;1534;credit;branch
27888;101006;2025-09-15;3440;credit;branch
27889;101006;2025-03-02;313;debit;card
27890;101006;2025-05-27;3268;debit;atm
27891;101006;2025-04-01;740;credit;atm
27892;101006;2025-10-04;3635;debit;card
27893;101006;2025-12-18;220;credit;payroll
27894;101006;2025-10-01;810;credit;branch
27895;101006;2025-09-04;1230;credit;atm
27896;101006;2025-03-22;2203;debit;card
27897;101006;2025-07-07;372;debit;card
27898;101006;2025-06-03;2808;credit;online
27899;101006;2025-10-17;3604;credit;atm
27900;101006;2025-05-01;3343;credit;transfer
27901;101006;2025-02-27;1907;credit;card
27902;101006;2025-05-19;1007;credit;card
27903;101006;2025-11-23;1410;debit;atm
27904;101006;2025-11-18;2819;credit;atm
27905;101006;2025-11-05;507;credit;transfer
27906;101006;2025-03-21;3151;debit;transfer
27907;101006;2025-11-15;2617;debit;branch
27908;101006;2025-10-15;3818;debit;payroll
27909;101006;2025-11-01;3465;credit;online
27910;101006;2025-03-27;3640;debit;atm
27911;101006;2025-12-06;2531;credit;payroll
27912;101006;2025-06-10;3026;debit;card
27913;101007;2025-12-11;383;credit;atm
27914;101007;2025-02-09;2421;debit;payroll
27915;101007;2025-05-12;3797;debit;branch
27916;101007;2025-11-11;3367;credit;payroll
27917;101007;2025-07-07;168;debit;transfer
27918;101007;2025-08-21;4452;debit;card
27919;101007;2025-11-18;3930;debit;branch
27920;101007;2025-11-26;3113;debit;transfer
27921;101007;2025-10-22;4271;debit;payroll
27922;101007;2025-08-02;960;credit;card
27923;101007;2025-07-25;4171;credit;card
27924;101007;2025-04-25;601;debit;transfer
27925;101007;2025-08-01;52;debit;branch
27926;101007;2025-06-24;939;debit;payroll
27927;101007;2025-04-29;4844;credit;branch
27928;101007;2025-10-19;3704;debit;payroll
27929;101007;2025-03-21;4447;debit;payroll
27930;101007;2025-03-16;2301;credit;online
27931;101007;2025-07-03;1226;credit;branch
27932;101007;2025-08-05;2142;credit;card
27933;101007;2025-07-15;3781;credit;branch
27934;101007;2025-05-13;4571;credit;transfer
27935;101008;2025-11-10;168;debit;online
27936;101008;2025-05-26;2902;credit;transfer
27937;101008;2025-02-10;4252;credit;payroll
27938;101008;2025-07-15;3058;credit;transfer
27939;101008;2025-09-30;4195;debit;online
27940;101008;2025-12-27;3280;credit;atm
27941;101008;2025-11-07;2595;credit;card
27942;101008;2025-02-23;4573;debit;atm
27943;101008;2025-10-17;968;credit;branch
27944;101008;2025-11-16;4889;credit;branch
27945;101008;2025-09-29;3668;credit;online
27946;101008;2025-05-25;4516;credit;payroll
27947;101008;2025-08-17;1873;credit;transfer
27948;101008;2025-01-10;46;credit;card
27949;101008;2025-07-28;3637;debit;atm
27950;101008;2025-09-22;4452;debit;atm
27951;101008;2025-01-28;2125;credit;payroll
27952;101008;2025-03-23;3876;credit;card
27953;101008;2025-03-13;1812;credit;payroll
27954;101008;2025-10-13;1252;credit;card
27955;101008;2025-04-17;3502;credit;card
27956;101008;2025-08-15;13;credit;online
27957;101008;2025-11-22;1831;debit;branch
27958;101008;2025-10-18;3495;debit;transfer
27959;101008;2025-10-24;4681;credit;payroll
27960;101008;2025-03-25;2678;debit;transfer
27961;101008;2025-05-09;4149;credit;atm
27962;101008;2025-03-31;4374;credit;atm
27963;101008;2025-03-26;2358;debit;branch
27964;101009;2025-12-17;3466;debit;branch
27965;101009;2025-09-28;3595;debit;card
27966;101009;2025-07-08;2297;credit;branch
27967;101009;2025-10-21;2050;credit;payroll
27968;101009;2025-06-30;3231;debit;transfer
27969;101009;2025-01-01;4517;debit;transfer
27970;101009;2025-12-24;4194;debit;card
27971;101009;2025-12-06;702;credit;online
27972;101009;2025-06-08;1524;credit;atm
27973;101009;2025-05-17;2809;debit;payroll
27974;101009;2025-11-14;236;credit;online
27975;101009;2025-07-07;950;credit;payroll
27976;101009;2025-06-26;2522;credit;payroll
27977;101009;2025-02-03;1800;debit;online
27978;101009;2025-09-11;2366;debit;payroll
27979;101009;2025-09-15;568;credit;branch
27980;101009;2025-08-24;1374;debit;card
27981;101010;2025-09-07;4981;credit;online
27982;101010;2025-10-14;4609;debit;card
27983;101010;2025-09-07;2931;credit;card
27984;101010;2025-08-06;1354;credit;transfer
27985;101010;2025-09-25;4108;credit;card
27986;101010;2025-05-01;1150;credit;payroll
27987;101010;2025-08-11;67;debit;transfer
27988;101010;2025-10-04;1006;credit;atm
27989;101010;2025-10-08;3873;credit;card
27990;101010;2025-02-03;4744;credit;transfer
27991;101010;2025-05-26;754;credit;branch
27992;101010;2025-06-17;3158;credit;payroll
27993;101010;2025-04-02;3129;credit;online
27994;101010;2025-10-02;3659;debit;atm
27995;101010;2025-10-28;3523;credit;branch
27996;101010;2025-08-29;2451;debit;branch
27997;101011;2025-03-23;2402;debit;payroll
27998;101011;2025-04-22;4783;credit;card
27999;101011;2025-06-06;4216;debit;atm
28000;101011;2025-11-19;3851;credit;atm
28001;101011;2025-02-26;2139;credit;transfer
28002;101011;2025-03-21;4249;debit;online
28003;101011;2025-06-25;4380;debit;atm
28004;101011;2025-05-31;4070;debit;transfer
28005;101011;2025-06-18;1380;debit;online
28006;101011;2025-11-02;3376;credit;atm
28007;101011;2025-10-20;2791;credit;payroll
28008;101011;2025-06-09;3233;debit;atm
28009;101011;2025-08-17;2788;debit;transfer
28010;101011;2025-08-31;38;debit;payroll
28011;101011;2025-09-17;1090;credit;online
28012;101011;2025-04-07;546;credit;atm
28013;101011;2025-02-23;2280;credit;atm
28014;101011;2025-02-21;3140;credit;transfer
28015;101011;2025-02-21;99;debit;card
28016;101011;2025-01-20;485;credit;transfer
28017;101011;2025-03-28;133;credit;card
28018;101012;2025-04-28;3673;debit;payroll
28019;101012;2025-05-11;4613;debit;card
28020;101012;2025-03-20;2682;credit;atm
28021;101012;2025-08-06;3169;credit;transfer
28022;101012;2025-08-10;2805;credit;atm
28023;101012;2025-08-09;4446;credit;online
28024;101012;2025-10-26;3167;credit;atm
28025;101012;2025-06-21;2872;debit;card
28026;101012;2025-01-15;1469;debit;online
28027;101012;2025-05-05;119;credit;payroll
28028;101012;2025-08-25;3241;credit;atm
28029;101012;2025-07-27;629;credit;card
28030;101012;2025-01-21;2256;debit;card
28031;101012;2025-07-14;4763;debit;card
28032;101012;2025-02-17;987;debit;transfer
28033;101012;2025-09-11;3373;debit;online
28034;101012;2025-05-20;1227;debit;atm
28035;101012;2025-09-07;3077;debit;card
28036;101012;2025-05-18;2797;debit;online
28037;101012;2025-10-09;3418;debit;card
28038;101012;2025-08-09;3295;credit;transfer
28039;101012;2025-12-11;3903;credit;payroll
28040;101012;2025-10-02;3245;credit;online
28041;101012;2025-12-31;334;debit;payroll
28042;101012;2025-12-14;12;credit;card
28043;101012;2025-08-10;2327;credit;atm
28044;101012;2025-09-05;4118;credit;online
28045;101012;2025-06-04;2597;debit;transfer
28046;101012;2025-12-30;2227;debit;atm
28047;101013;2025-07-29;268;credit;card
28048;101013;2025-06-14;4049;credit;atm
28049;101013;2025-03-20;2982;credit;transfer
28050;101013;2025-02-10;3735;debit;branch
28051;101013;2025-07-19;98;credit;transfer
28052;101013;2025-11-08;2497;credit;payroll
28053;101013;2025-01-27;4619;debit;atm
28054;101013;2025-08-17;3009;debit;atm
28055;101013;2025-03-12;3206;debit;online
28056;101013;2025-07-05;360;credit;transfer
28057;101013;2025-04-23;2351;debit;payroll
28058;101013;2025-04-05;1178;credit;online
28059;101013;2025-06-07;2975;debit;online
28060;101013;2025-02-16;2313;debit;transfer
28061;101013;2025-12-01;1563;credit;branch
28062;101014;2025-06-11;433;credit;payroll
28063;101014;2025-01-02;1169;credit;transfer
28064;101014;2025-12-28;2799;credit;atm
28065;101014;2025-10-30;3144;credit;transfer
28066;101014;2025-10-18;182;debit;branch
28067;101014;2025-05-08;800;debit;card
28068;101014;2025-04-06;880;credit;card
28069;101014;2025-04-06;3992;debit;card
28070;101014;2025-07-23;213;credit;card
28071;101014;2025-06-06;866;debit;payroll
28072;101014;2025-09-29;349;debit;card
28073;101014;2025-08-24;4503;credit;atm
28074;101014;2025-07-21;2200;debit;transfer
28075;101014;2025-02-15;865;credit;payroll
28076;101014;2025-05-02;1414;debit;atm
28077;101014;2025-05-10;1697;credit;payroll
28078;101014;2025-07-01;3789;debit;payroll
28079;101014;2025-09-27;279;credit;atm
28080;101014;2025-02-06;2489;debit;card
28081;101014;2025-04-22;3603;debit;atm
28082;101014;2025-08-25;2626;debit;online
28083;101014;2025-07-16;4319;debit;transfer
28084;101014;2025-06-02;2407;credit;transfer
28085;101014;2025-12-17;2070;credit;branch
28086;101014;2025-11-25;2371;debit;online
28087;101014;2025-11-03;4401;credit;payroll
28088;101014;2025-12-11;4657;credit;online
28089;101015;2025-10-20;1844;credit;payroll
28090;101015;2025-09-27;773;credit;atm
28091;101015;2025-09-20;3056;credit;online
28092;101015;2025-03-04;807;credit;atm
28093;101015;2025-05-24;2813;debit;card
28094;101015;2025-02-13;477;credit;atm
28095;101015;2025-07-13;2328;credit;transfer
28096;101015;2025-02-24;2693;debit;atm
28097;101015;2025-10-21;3973;credit;online
28098;101015;2025-08-29;3897;debit;card
28099;101015;2025-04-11;326;debit;atm
28100;101015;2025-05-22;1924;debit;transfer
28101;101015;2025-03-25;1504;debit;online
28102;101015;2025-07-28;3500;credit;atm
28103;101015;2025-05-12;2089;debit;atm
28104;101015;2025-10-26;1445;credit;transfer
28105;101015;2025-12-28;2719;credit;card
28106;101015;2025-12-07;2306;debit;payroll
28107;101015;2025-12-12;3852;debit;branch
28108;101015;2025-01-12;2047;debit;online
28109;101015;2025-12-17;2897;debit;online
28110;101015;2025-06-30;4145;debit;transfer
28111;101015;2025-12-07;4825;credit;card
28112;101015;2025-07-02;405;debit;atm
28113;101015;2025-01-15;4871;debit;online
28114;101015;2025-10-05;2672;credit;card
28115;101015;2025-02-27;3055;credit;payroll
28116;101015;2025-09-12;2625;debit;branch
28117;101015;2025-01-08;4910;credit;online
28118;101016;2025-11-11;871;credit;payroll
28119;101016;2025-02-18;3716;debit;card
28120;101016;2025-09-12;1945;credit;online
28121;101016;2025-11-26;2847;credit;atm
28122;101016;2025-11-30;4957;credit;atm
28123;101016;2025-04-21;3180;credit;online
28124;101016;2025-07-01;1812;debit;payroll
28125;101016;2025-10-09;132;credit;payroll
28126;101016;2025-02-24;1675;credit;card
28127;101016;2025-10-30;2414;credit;branch
28128;101016;2025-12-24;4091;credit;online
28129;101016;2025-08-06;3130;debit;branch
28130;101016;2025-09-27;4445;debit;card
28131;101016;2025-02-06;3368;credit;payroll
28132;101016;2025-05-23;2471;debit;atm
28133;101016;2025-10-24;242;credit;atm
28134;101016;2025-07-16;1326;debit;branch
28135;101016;2025-10-07;2118;credit;card
28136;101016;2025-06-23;307;debit;transfer
28137;101016;2025-05-13;3188;credit;transfer
28138;101016;2025-04-12;635;debit;transfer
28139;101016;2025-04-17;503;credit;transfer
28140;101016;2025-05-03;1549;credit;card
28141;101016;2025-05-14;417;debit;transfer
28142;101016;2025-11-29;4026;credit;branch
28143;101016;2025-11-15;3992;credit;transfer
28144;101016;2025-10-03;3127;credit;atm
28145;101016;2025-02-15;655;debit;atm
28146;101016;2025-01-19;299;credit;payroll
28147;101016;2025-05-22;419;credit;online
28148;101016;2025-02-22;3602;credit;branch
28149;101016;2025-03-19;1259;credit;atm
28150;101016;2025-07-18;582;debit;atm
28151;101016;2025-10-09;3728;debit;atm
28152;101016;2025-04-20;4034;debit;atm
28153;101016;2025-04-06;3676;debit;transfer
28154;101016;2025-04-23;448;debit;payroll
28155;101016;2025-11-08;4814;credit;atm
28156;101016;2025-11-22;1412;debit;branch
28157;101017;2025-05-21;2478;debit;card
28158;101017;2025-12-16;2098;credit;online
28159;101017;2025-04-11;388;debit;branch
28160;101017;2025-10-13;2192;debit;payroll
28161;101017;2025-01-05;2583;debit;card
28162;101017;2025-11-08;424;credit;card
28163;101017;2025-06-30;1667;credit;payroll
28164;101017;2025-12-28;3350;credit;transfer
28165;101017;2025-12-09;1318;credit;transfer
28166;101017;2025-06-15;1121;debit;branch
28167;101017;2025-07-15;1686;debit;online
28168;101017;2025-05-29;3434;debit;online
28169;101017;2025-03-03;3044;debit;card
28170;101017;2025-12-06;2669;debit;online
28171;101017;2025-10-30;1928;credit;atm
28172;101017;2025-06-14;1333;debit;card
28173;101017;2025-04-17;3382;debit;atm
28174;101017;2025-12-07;3445;credit;branch
28175;101017;2025-12-15;231;debit;branch
28176;101017;2025-08-09;448;credit;online
28177;101017;2025-05-09;1546;credit;branch
28178;101017;2025-06-17;778;debit;atm
28179;101017;2025-01-31;88;debit;branch
28180;101017;2025-03-05;3779;credit;card
28181;101017;2025-06-30;1291;credit;branch
28182;101017;2025-07-22;403;credit;card
28183;101017;2025-03-01;1503;debit;online
28184;101017;2025-06-26;3263;debit;atm
28185;101017;2025-05-25;2053;debit;online
28186;101017;2025-11-25;715;debit;transfer
28187;101017;2025-03-14;2918;debit;payroll
28188;101017;2025-04-09;1256;debit;atm
28189;101017;2025-11-06;4331;credit;payroll
28190;101017;2025-11-27;2301;debit;branch
28191;101017;2025-01-14;343;debit;transfer
28192;101017;2025-11-07;237;credit;payroll
28193;101017;2025-09-05;491;debit;atm
28194;101017;2025-04-27;985;credit;transfer
28195;101017;2025-02-06;3683;debit;payroll
28196;101018;2025-05-17;3382;credit;online
28197;101018;2025-06-21;282;credit;transfer
28198;101018;2025-01-13;1372;credit;card
28199;101018;2025-02-21;1782;credit;payroll
28200;101018;2025-09-10;4395;debit;atm
28201;101018;2025-03-01;131;credit;branch
28202;101018;2025-11-08;2370;credit;payroll
28203;101018;2025-04-26;1387;credit;payroll
28204;101018;2025-05-06;3827;debit;online
28205;101018;2025-01-12;2889;debit;atm
28206;101018;2025-05-29;3125;debit;payroll
28207;101018;2025-10-19;2911;debit;payroll
28208;101018;2025-05-29;4815;debit;card
28209;101018;2025-03-31;3057;credit;online
28210;101018;2025-07-17;1024;credit;card
28211;101018;2025-06-29;2033;debit;transfer
28212;101018;2025-12-17;2492;debit;card
28213;101018;2025-02-26;4722;debit;online
28214;101018;2025-12-31;4148;debit;transfer
28215;101018;2025-03-10;3297;debit;payroll
28216;101018;2025-04-28;1986;debit;atm
28217;101018;2025-06-23;3645;credit;transfer
28218;101018;2025-09-02;4331;credit;card
28219;101018;2025-12-23;1069;credit;atm
28220;101018;2025-07-16;4345;debit;transfer
28221;101018;2025-07-07;2125;debit;branch
28222;101018;2025-08-11;3245;credit;atm
28223;101018;2025-01-05;2390;credit;payroll
28224;101018;2025-01-02;1385;debit;online
28225;101018;2025-12-12;4030;credit;payroll
28226;101019;2025-11-06;582;debit;online
28227;101019;2025-02-20;588;credit;transfer
28228;101019;2025-09-03;2295;credit;card
28229;101019;2025-07-13;2035;debit;branch
28230;101019;2025-08-01;4146;debit;branch
28231;101019;2025-01-01;4022;debit;online
28232;101019;2025-07-19;2921;credit;payroll
28233;101019;2025-08-14;1118;debit;branch
28234;101019;2025-06-28;1369;debit;online
28235;101019;2025-09-26;528;debit;card
28236;101019;2025-06-17;2466;debit;payroll
28237;101019;2025-08-14;266;debit;transfer
28238;101019;2025-02-01;23;credit;branch
28239;101019;2025-06-02;4951;credit;transfer
28240;101019;2025-10-04;1027;debit;online
28241;101019;2025-10-26;2215;credit;online
28242;101019;2025-05-03;1316;credit;atm
28243;101019;2025-09-12;2193;credit;branch
28244;101019;2025-12-05;1620;debit;card
28245;101019;2025-07-24;3296;debit;online
28246;101019;2025-11-04;1918;credit;transfer
28247;101019;2025-02-15;3325;credit;card
28248;101019;2025-11-16;646;debit;online
28249;101019;2025-10-17;2397;debit;online
